0x0778dc40bd5544e732458bd76d5c40156b019bfe1f9cb719becbb5a55226347d 75 6 240000000 0 0x2f2Ef10b7Ef485579344797f058462A567838542 3m31.018s
0x49a2d103a77ebc9e6e0f81b9b56621ed2c6640935669314f6c447e9e9c2ed987 102 97 240000000 239090127 0x2f2Ef10b7Ef485579344797f058462A567838542 4.375s
0x9c60435d106cfff6a0fcd11e6f97f74b0c50fae83aaee55bbfb616a5b4d64083 116 166 240000000 239123598 0x2f2Ef10b7Ef485579344797f058462A567838542 31.289s
0xff1c35f5597ecd9a3530231a668bcbe744bad60a3e2931d8219762d57a77aaa8 117 156 240000000 239090127 0x2f2Ef10b7Ef485579344797f058462A567838542 5.784s
0x3009e581e4b08a21c5409ad82fa8059571bbae0c95e2744d7aadc0897384b092 185 166 240000000 239090127 0x2f2Ef10b7Ef485579344797f058462A567838542 6.632s
0xb1fcdeed3fa56e67028e6f2ecfba4c2cdfd3e0f7d48d310f3b578e1e2f54538b 264 5 240000000 239081903 0x2f2Ef10b7Ef485579344797f058462A567838542 8.151s
0x7b0dd8b1408220427a1a5d6b1fede16c6414342a30c4f59005ea0afecec2d7d6 308 166 240000000 239123598 0x2f2Ef10b7Ef485579344797f058462A567838542 6.214s
0xa1d90645b9eee72ae9d401800d6485015245a773c8c6912c5da42a1b5be2f755 317 27 240000000 239090127 0x2f2Ef10b7Ef485579344797f058462A567838542 50.798s
0x1a2f3c32b93c0af09314234ecb09d637ed813c7bd399a05a072339ee91088023 503 134 240000000 239081903 0x2f2Ef10b7Ef485579344797f058462A567838542 11.042s
0x428ae710a40c126712dd80ac924a83ecf1e16b8f3dd48705290e4c70262e4aeb 593 127 240000000 239123598 0x2f2Ef10b7Ef485579344797f058462A567838542 16.329s
0x0e57608533d556f00935ab1a01980ea55f1d19ca8b9923f2440340202a53e3db 624 166 240000000 239123598 0x2f2Ef10b7Ef485579344797f058462A567838542 1m31.496s
0xaaa0bfccd59809226bcb98834233eae8d94ee125935a2cb11189693fbfa127f2 694 45 240000000 239090127 0x2f2Ef10b7Ef485579344797f058462A567838542 2.959s
0xa18e28094d3e92591a5767e71c27d31f7a7e3b9bb5436350bbb64dfc2a9f1512 718 107 240000000 239081903 0x2f2Ef10b7Ef485579344797f058462A567838542 29.953s
0xa008d07c4baf4db53cf09e6bfb639c960b88db1e160e1d78a68784399011eece 917 146 240000000 239123598 0x2f2Ef10b7Ef485579344797f058462A567838542 1m15.564s
0x9c27ede73d6b72a9d5d23ed0fbc7a1db57acada84e99cc0001c9c3c8e2adbc6a 1051 166 240000000 239123598 0x2f2Ef10b7Ef485579344797f058462A567838542 18m10.951s
