totalBlocks,delay,avgHonestExTime,avgHonestProcTime,expFraction,actFraction,cfi
951,0.011,119.17574926759468,129.82811117073132,0.3297630187360917,0.3358542954656429,0.04712342433446036
951,0.139,166.1901074971428,169.23208225545082,0.32976301873609176,0.37041743998104576,0.031421327797802615
951,0.253,345.01110141241566,349.20010017750786,0.3297630187360917,0.29139379740757954,0.03086002876800987
