ratio,totalTx,TotalTime,throughputoverall,throughput,cfi
0.011,37336,16166.34709596634,8314.160224453952,40110.97260229134,1.0355835726085734
0.122,35576,19483.516725063324,6573.433421043949,35352.68119462363,1.0134625651693043
0.205,28045,23455.637681007385,4304.380949819643,31040.23369977354,0.6861521004703807
