0,0xfbf36a50b17db7b3cc16ca26b8667fa2cb346f9aff58092c577ac3828d8fe42d,0x0000000000000000000000000000000000000000,0,120000000,0
1,0xbe4a7f3deb51114f1186bd97be9515fae64257a3feaddd02e45498523dcf722c,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,129,120000000,27683744
2,0x3d676f4cdbd3049d646cda4e1b26af249045cbc980484e144555354e25c912d6,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,0,120000000,0
3,0x28485e0904c937278178011e0f593e61444d854bfb52b24edc904585c884f94d,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,0,120000000,0
4,0x09cc7ffa66ce83fc5553875f1b236ecb0ba32c7d473b8bbf8d31e16a5709be2e,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,0,120000000,0
5,0x47e6f6c7102c167cf39f18bd35f7328c12ef8b0b92ccea8e52a388ca0080cabc,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,0,120000000,0
6,0xf4d009e3bea1cff4ea6f04d459632e5eb3fc8b2f45410fae6eaee9bbd9512bd4,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,0,120000000,0
7,0x3bd5d06aac1be487b2004b91f1e1a0045db45b87d3fe5a16027ee508a5cea158,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,0,120000000,0
8,0x8fc95ec32e248b6a5d1f8c6c94d9a76653ae5c7c013371e54ed34cb154fa5d18,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,0,120000000,0
9,0x2621b7ad649e2a352a3c4ead73a7eacfa4a753c89b34e1d0a3c2def4f702af9f,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,3,120000000,643808
10,0x18a59b29824b315360f07ecdf5b3a1530e8e806a264e0b34945deb95a3a5cc34,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,0,120000000,0
11,0x494baefd20820b686eeaec2e56e1de51370442cbcb00ec012c24b8bc9fffd44b,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,0,120000000,0
12,0x82ee62e9117900b167ca814e97d3089ac5f537a6037d2410e228b24c9991b723,0xB479706256fF5bD48EBDFEfAC76559F34F2E5703,0,120000000,0
13,0x955426887d50af673781fbae59a5e67b2621d21c1802f514d71bfbc182ab5af9,0xa73e4cDEC8CeE1E8102523c9f4219eFca1301868,0,120000000,0
14,0x6bd17e69b0a11acd622b2908e9aea264bcde0861d5b55075d440589495b6e083,0x737F1513Ae8881a0EC9513bcDEb614D74e835A78,0,120000000,0
15,0xf6d6caf8685512c03b2521258e5647db6e72329d35cba2600bffd3077ee27091,0xbd5e6823fB845151b633fDe0031F70Ab7CB19E48,0,120000000,0
16,0xbdedfa6552e0281eacd5b93c3ecb260d833f90e472b731f305589d8041188590,0xa73e4cDEC8CeE1E8102523c9f4219eFca1301868,0,120000000,0
17,0xa761268bb907ff58cb8de25cb36f8826e31ab92755cec5556bb0a1f0ec7130a0,0x8264dC2DF8CCbE039cFC706D08c87d98e2BdaEeD,0,120000000,0
