0xff6899193c37bd7b763dbad7c3f6fa40aee8bc505f4200275aabe1505e51e14e 83 0 240000000 0 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 825.928ms
0x186b189ad3cf4fb3138e0407a28d5909d573eff957d214233f6cbefcaf7a310f 89 0 240000000 0 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 741.879ms
0xaf70efea4318be09b1a9bc7af1611bedc36eee51105704f948104050606cca81 90 0 240000000 0 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 3.822s
0xa915e0cf7232adff10e1ef755b8bde65deafe684e10e61f333af64459febe294 127 118 240000000 239123598 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 6.424s
0xfecf1b61eb421ec6c3e3a8511406bdd008287c46f9e2ded251a3a2b85544b223 174 0 240000000 239081903 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 24.395s
0x6e2f39705d4ea4bd593e83336d7dfe8e68ac42a6279a4e18450cd22b71eeba5d 177 36 240000000 239081903 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 8.951s
0x604566e09e8902e62f96663343ac0a501bdcc7c2eb396618608c8c6b17a9a53d 229 166 240000000 239123598 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 882.905ms
0xf5228f827172d333de72e40d59fc33d1dc0cc74a9b9d512d6c300acfec1d0c32 242 87 240000000 239090127 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 4.161s
0x2d2d892c9e3855ec53a23be17c96674e0e8d5ce8d52903b1d4ee7b55b40f81f7 288 115 240000000 239081903 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 4.824s
0xaaaaadf99ddb1680ed3802e6399804a0d377f4f7687ccf9b97326dddc60cac41 311 166 240000000 239123598 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 2.019s
0x2df09ba5c524b6cd7287a5ec47eb83b06d12fa04f410b8e691064faeb803aa8f 318 166 240000000 239090127 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 12.818s
0x22decc176badd81d995f55007d9040103c9d94283d37e001cbff96f757841c0a 387 24 240000000 239081903 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 28.528s
0x30f009026cb730694225d55f149bb1edfb889a78843e03e72b69417bb678057e 409 112 240000000 239123598 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 40.607s
0xa46a90e7aff7cdaaa851aea9a8e7dd27e7e41313fbe36f18055e5d34ccd816b6 481 166 240000000 239090127 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 7.538s
0x723d9ff429bc8fced98b233855ccaf406c235e73e72dbb300bcad316d3dd3904 524 149 240000000 239081903 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 41.561s
0xfed2d507759fdee597880c05123301c04e4689d053ad37aca8eeef56f85fde09 574 166 240000000 239123598 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 18.732s
0x99084fc068e78284bb5dc6e86d40d051c5e08bb2567151aa4ce8b14168dbdcaf 638 129 240000000 239090127 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 5.145s
0x945b68a534cb3a0de7a203aac93f9abbfe36f3a71acff2ce192db8838deb61ad 645 62 240000000 239081903 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 3.293s
0x2abefe483e1de09b38e023c8ed03a2bd0f1a0a55ae37fb45cfdb2c03c6ef7849 925 160 240000000 239123598 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 17.853s
0x955bd5358569c648d36dbf275b996c24ab3cc4cb7ba832add16e13a701b0ca71 1032 166 240000000 239090127 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 1.123s
0xf6f7f153e76d37bced65e7981f322235d7eed696f6d45451252f5e51d39482c0 1038 128 240000000 239081903 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 16.965s
0xa3510ae68d4dcd6afff6894154b6c0e10c5be9186fbf69b36def60fc3f62feb0 1053 166 240000000 239123598 0x4Dfb9205dC101Db8EaEfd53fC8d2E67EA3857E18 8m18.411s
